id_venda,data_venda,cliente,email_cliente,produto,categoria,quantidade,preco_unitario,valor_total,regiao
953,2023-05-21,Maria Julia Farias,da****s@example.org,Máquina de Lavar,ELETRODOMESTICOS,5.0,196.36,981.8,Norte
200,2023-08-12,Raquel Pereira,rl****o@example.org,Monitor,ACESSORIOS,3.0,4364.81,13094.43,Sul
1071,2023-07-12,Luana Rodrigues,jc****a@example.com,Máquina de Lavar,ELETRODOMESTICOS,1.0,3988.75,3988.75,Centro-Oeste
877,2023-02-17,Kaique Montenegro,an****5@example.com,Armário,MOVEIS,2.0,1535.8,3071.6,Norte
680,2023-06-06,Marcos Vinicius Rezende,lf****a@example.net,Cadeira,MOVEIS,,4169.62,29187.34,Centro-Oeste
587,2023-03-02,Jade Vargas,pe****e@example.net,Micro-ondas,ELETRODOMESTICOS,10.0,4763.91,47639.1,Sul
668,2023-04-12,Sr. Lucas Mendes,wm****o@example.com,Mouse,ACESSORIOS,3.0,1108.44,3325.32,Centro-Oeste
625,2023-05-25,Mathias Ribeiro,mi****6@example.net,Webcam,ACESSORIOS,9.0,342.58,3083.22,Leste
260,2023-07-24,Dr. Asafe Siqueira,lu****0@example.org,Mesa,MOVEIS,8.0,860.69,6885.52,Leste
601,2023-11-02,Marcelo Fernandes,ia****a@example.com,Geladeira,ELETRODOMESTICOS,5.0,687.2,3436.0,Norte
346,2023-08-24,Ana Julia da Cruz,gu****a@example.org,Fogão,ELETRODOMESTICOS,5.0,2422.42,12112.1,Norte
379,2023-02-15,Sra. Ana Vitória da Rosa,ro****s@example.com,Teclado,ACESSORIOS,10.0,229.69,2296.9,Leste
13,2023-01-25,Levi Guerra,da****9@example.net,Armário,MOVEIS,7.0,2547.89,17835.23,Sul
786,2023-09-14,Maria Clara Marques,va****a@example.com,Fogão,ELETRODOMESTICOS,4.0,4788.09,19152.36,Norte
820,2023-11-29,Luna Rodrigues,ca****a@example.com,Webcam,ACESSORIOS,2.0,3520.57,7041.14,Centro-Oeste
423,2023-05-28,Zoe Sales,lu****a@example.com,Notebook,ELETRONICOS,2.0,1382.53,2765.06,Norte
70,2023-07-08,Olívia Vieira,en****z@example.net,Monitor,ACESSORIOS,6.0,1746.12,10476.72,Oeste
123,2023-08-01,João Felipe Casa Grande,ar****s@example.com,Tablet,ELETRONICOS,1.0,146.06,146.06,Oeste
247,2024-01-01,Vinicius Fonseca,mo****n@example.net,Sofá,MOVEIS,8.0,3455.6,27644.8,Leste
999,2023-12-10,André Leão,ap****s@example.net,Sofá,MOVEIS,3.0,2912.49,8737.47,Leste
917,2023-02-19,Maria Júlia Pires,gi****6@example.com,Cadeira,MOVEIS,1.0,4316.54,4316.54,Centro-Oeste
1044,2023-01-23,Oliver Cavalcanti,ps****s@example.org,Micro-ondas,ELETRODOMESTICOS,5.0,2286.92,11434.6,Sul
286,2023-04-30,Bianca Dias,ma****s@example.com,Mouse,ACESSORIOS,5.0,1812.06,9060.3,Leste
97,2023-06-04,Mariane Ribeiro,da****5@example.org,Fone de Ouvido,ELETRONICOS,3.0,3819.33,11457.99,Leste
673,2023-04-11,Dr. Henry Gabriel Vargas,jo****8@example.net,Geladeira,ELETRODOMESTICOS,1.0,4029.52,4029.52,Norte
444,2023-06-16,Allana Campos,lu****s@example.org,Máquina de Lavar,ELETRODOMESTICOS,4.0,4823.49,19293.96,Centro-Oeste
679,2023-06-28,Lorenzo Caldeira,vi****8@example.net,Geladeira,ELETRODOMESTICOS,5.0,786.1800000000001,3930.9,Centro-Oeste
238,2023-03-09,Anna Liz Freitas,be****s@example.org,Sofá,MOVEIS,10.0,3909.02,39090.2,Leste
109,2023-11-20,Ester Correia,ma****a@example.net,Mouse,ACESSORIOS,3.0,1427.58,4282.74,Leste
856,2023-09-22,Luna Machado,ca****a@example.net,Micro-ondas,ELETRODOMESTICOS,,927.41,4637.05,Sul
32,2023-09-21,Maria Sophia Martins,ro****e@example.org,Teclado,ACESSORIOS,4.0,2460.25,9841.0,Norte
412,2023-03-23,Antônio Fernandes,ro****s@example.net,Tablet,ELETRONICOS,6.0,881.4,5288.4,Norte
1126,2023-01-24,Lunna Marques,te****a@example.net,Armário,MOVEIS,1.0,4577.38,4577.38,Sul
1179,2023-08-21,Enzo Gabriel Rezende,sm****s@example.com,Armário,MOVEIS,7.0,2640.36,18482.52,Centro-Oeste
947,2023-05-05,Pietro Ferreira,al****a@example.org,Tablet,ELETRONICOS,,4286.28,17145.12,Oeste
354,2023-07-16,Mathias da Cruz,ni****1@example.com,Smartphone,ELETRONICOS,2.0,4717.17,9434.34,Oeste
1045,2023-05-23,Dante Teixeira,ma****9@example.net,Mesa,MOVEIS,5.0,2781.93,13909.65,Sul
322,2023-07-21,Thiago Martins,ma****5@example.org,Teclado,ACESSORIOS,5.0,2756.72,13783.6,Leste
438,2023-05-01,Juliana Pires,cg****a@example.org,Webcam,ACESSORIOS,8.0,907.53,7260.24,Oeste
540,2023-03-18,Pedro Henrique Costa,,Monitor,ACESSORIOS,7.0,434.68,3042.76,Leste
1093,2023-12-23,Sr. Antônio Nascimento,br****6@example.net,Fone de Ouvido,ELETRONICOS,1.0,4766.81,4766.81,Oeste
435,2023-11-01,João Vitor Oliveira,ol****2@example.com,Máquina de Lavar,ELETRODOMESTICOS,1.0,3531.13,3531.13,Oeste
468,2023-05-04,Enrico Monteiro,re****4@example.org,Fone de Ouvido,ELETRONICOS,8.0,319.57,2556.56,Oeste
556,2023-01-22,Marcela Ferreira,va****a@example.net,Mesa,MOVEIS,6.0,3038.85,18233.1,Centro-Oeste
978,2023-01-13,Maria Flor Vasconcelos,ar****a@example.org,Fogão,ELETRODOMESTICOS,2.0,3630.35,7260.7,Leste
254,2023-04-25,João Pedro Fogaça,re****a@example.com,Webcam,ACESSORIOS,,3559.61,28476.88,Leste
979,2023-04-15,André Cavalcanti,sa****e@example.com,Notebook,ELETRONICOS,,1895.75,1895.75,Norte
78,2023-01-25,Melissa Castro,qm****o@example.org,Cadeira,MOVEIS,1.0,2953.49,2953.49,Leste
138,2023-01-07,Daniela Monteiro,ni****6@example.com,Fone de Ouvido,ELETRONICOS,10.0,4012.29,40122.9,Centro-Oeste
824,2023-05-18,Clara da Paz,fe****y@example.com,Armário,MOVEIS,3.0,1853.83,5561.49,Leste
1197,2023-12-31,Ana Beatriz Azevedo,lo****9@example.org,Máquina de Lavar,ELETRODOMESTICOS,1.0,2035.02,2035.02,Leste
393,2023-11-14,Enzo Lopes,la****7@example.org,Mesa,MOVEIS,6.0,4190.12,25140.72,Oeste
150,2023-12-31,Arthur Aparecida,da****5@example.com,Mouse,ACESSORIOS,9.0,2039.45,18355.05,Oeste
1118,2023-05-23,Srta. Luiza Nogueira,rm****o@example.org,Mouse,ACESSORIOS,9.0,4821.61,43394.49,Leste
927,2023-07-13,Stella Barros,da****a@example.net,Geladeira,ELETRODOMESTICOS,6.0,1693.84,10163.04,Centro-Oeste
896,2023-05-08,Maitê Nogueira,ia****o@example.org,Mouse,ACESSORIOS,3.0,4289.87,12869.61,Centro-Oeste
884,2023-03-31,Levi Santos,da****a@example.org,Teclado,ACESSORIOS,6.0,283.92,1703.52,Leste
864,2023-10-14,Anna Liz Peixoto,da****a@example.com,Cadeira,MOVEIS,10.0,2203.75,22037.5,Leste
321,2023-10-23,Bianca Farias,ma****8@example.com,Armário,MOVEIS,9.0,285.22,2566.98,Centro-Oeste
457,2023-01-16,Kevin Costela,he****a@example.net,Fone de Ouvido,ELETRONICOS,9.0,1136.05,10224.45,Oeste
431,2023-03-21,Josué da Rosa,ma****s@example.com,Tablet,ELETRONICOS,7.0,1538.96,10772.72,Sul
766,2023-03-26,Benicio Nascimento,ci****o@example.com,Sofá,MOVEIS,8.0,2529.8,20238.4,Norte
164,2023-10-18,Ana Vitória Casa Grande,is****s@example.com,Sofá,MOVEIS,1.0,2732.88,2732.88,Centro-Oeste
733,2023-10-28,João Felipe Melo,em****7@example.com,Teclado,ACESSORIOS,3.0,4062.94,12188.82,Centro-Oeste
202,2023-07-29,Raquel Moura,ca****6@example.net,Fogão,ELETRODOMESTICOS,1.0,916.9,916.9,Norte
167,2023-12-03,Isabel Melo,pi****z@example.net,Micro-ondas,ELETRODOMESTICOS,8.0,2767.27,22138.16,Oeste
1098,2023-02-14,Ana Vitória Nascimento,al****z@example.org,Mouse,ACESSORIOS,6.0,3595.3,21571.8,Centro-Oeste
565,2023-05-19,Benjamin Peixoto,ur****o@example.net,Sofá,MOVEIS,6.0,464.23,2785.38,Leste
409,2023-02-24,Antonella Camargo,ce****s@example.com,Sofá,MOVEIS,3.0,2144.19,6432.57,Sul
368,2023-03-17,Rafaela Ribeiro,aa****a@example.net,Micro-ondas,ELETRODOMESTICOS,3.0,1539.4,4618.2,Oeste
50,2023-02-28,Mariana da Mota,ab****a@example.org,Monitor,ACESSORIOS,9.0,1461.23,13151.07,Leste
68,2023-10-08,Liz Guerra,da****a@example.org,Mouse,ACESSORIOS,2.0,4017.68,8035.36,Centro-Oeste
850,2023-07-21,Valentina Ramos,mo****e@example.com,Webcam,ACESSORIOS,5.0,2070.43,10352.15,Norte
1074,2023-10-16,Antonella Campos,is****a@example.net,Mouse,ACESSORIOS,3.0,4912.5,14737.5,Centro-Oeste
49,2023-11-25,Sr. João Montenegro,dd****a@example.org,Micro-ondas,ELETRODOMESTICOS,6.0,1019.02,6114.12,Norte
1110,2024-01-01,Emanuel da Mata,be****z@example.com,Mouse,ACESSORIOS,9.0,3008.41,27075.69,Oeste
684,2023-05-05,Heitor Cassiano,le****a@example.net,Smartphone,ELETRONICOS,1.0,2558.81,2558.81,Oeste
846,2023-10-21,Gael Câmara,je****r@example.com,Teclado,ACESSORIOS,6.0,1812.15,10872.9,Oeste
840,2023-08-14,Yasmin Silveira,ci****z@example.org,Geladeira,ELETRODOMESTICOS,1.0,1980.35,1980.35,Leste
125,2023-12-12,Júlia Montenegro,fm****o@example.net,Mouse,ACESSORIOS,4.0,3289.46,13157.84,Norte
583,2023-04-02,Dra. Valentina Fernandes,ir****s@example.com,Mesa,MOVEIS,,921.62,8294.58,Oeste
1056,2023-02-20,Sr. Pedro Miguel Peixoto,lu****0@example.net,Webcam,ACESSORIOS,5.0,4556.81,22784.05,Leste
351,2023-03-25,Maria Helena Viana,la****2@example.com,Geladeira,ELETRODOMESTICOS,2.0,2934.59,5869.18,Sul
640,2023-02-04,Lucas Martins,br****o@example.com,Máquina de Lavar,ELETRODOMESTICOS,5.0,577.26,2886.3,Centro-Oeste
447,2023-10-20,Lorena Silveira,li****e@example.org,Smartphone,ELETRONICOS,10.0,3221.48,32214.8,Sul
479,2023-02-23,Liz Sousa,ma****s@example.net,Máquina de Lavar,ELETRODOMESTICOS,9.0,2308.54,20776.86,Leste
809,2023-06-04,Murilo Nunes,ed****a@example.com,Armário,MOVEIS,,106.56,852.48,Oeste
701,2023-07-08,Dr. Luiz Miguel Caldeira,le****e@example.net,Geladeira,ELETRODOMESTICOS,3.0,4994.62,14983.86,Leste
118,2023-09-28,Carlos Eduardo Teixeira,ot****z@example.net,Armário,MOVEIS,2.0,597.22,1194.44,Oeste
348,2023-09-14,Liam Oliveira,re****2@example.net,Fone de Ouvido,ELETRONICOS,,3184.89,19109.34,Centro-Oeste
928,2023-10-12,Dra. Ana Vitória Rodrigues,,Armário,MOVEIS,8.0,3275.51,26204.08,Norte
173,2023-06-13,Melina da Costa,ga****8@example.net,Monitor,ACESSORIOS,1.0,2324.59,2324.59,Centro-Oeste
1088,2023-06-14,Ana Laura Gonçalves,ma****6@example.net,Teclado,ACESSORIOS,10.0,241.09,2410.9,Oeste
400,2023-06-13,Amanda Siqueira,ns****s@example.com,Máquina de Lavar,ELETRODOMESTICOS,3.0,4925.87,14777.61,Norte
904,2023-10-08,Bella Guerra,du****o@example.com,Sofá,MOVEIS,6.0,3600.11,21600.66,Oeste
550,2023-11-12,Pedro Miguel Cunha,fs****a@example.net,Smartphone,ELETRONICOS,1.0,659.42,659.42,Sul
36,2023-03-24,Isaac Cavalcante,em****a@example.org,Cadeira,MOVEIS,9.0,3733.79,33604.11,Oeste
563,2023-05-30,Dr. Kaique Rodrigues,me****s@example.com,Smartphone,ELETRONICOS,5.0,4992.14,24960.7,Centro-Oeste
241,2023-02-20,Antony da Cunha,ka****s@example.net,Teclado,ACESSORIOS,7.0,4848.84,33941.88,Centro-Oeste
599,2023-03-22,Luara Lima,br****b@example.org,Geladeira,ELETRODOMESTICOS,3.0,228.74,686.22,Centro-Oeste
71,2023-08-18,Lívia Borges,an****a@example.org,Teclado,ACESSORIOS,,1010.36,6062.16,Centro-Oeste
636,2023-06-21,Sr. Anthony Gabriel Souza,na****7@example.org,Armário,MOVEIS,10.0,1259.98,12599.8,Norte
725,2023-09-06,Gustavo da Conceição,th****o@example.com,Máquina de Lavar,ELETRODOMESTICOS,10.0,3189.84,31898.4,Sul
74,2023-12-20,Diogo Rezende,sa****r@example.com,Geladeira,ELETRODOMESTICOS,8.0,2434.98,19479.84,Sul
1089,2023-10-18,Maria Vargas,au****0@example.net,Micro-ondas,ELETRODOMESTICOS,2.0,435.62,871.24,Norte
263,2023-01-10,Dr. Matheus Nunes,pe****o@example.net,Mouse,ACESSORIOS,2.0,4477.44,8954.88,Sul
993,2023-03-25,Srta. Maria Alice da Mata,br****o@example.org,Fone de Ouvido,ELETRONICOS,9.0,2898.9,26090.1,Leste
411,2023-01-04,Milena Dias,da****o@example.net,Cadeira,MOVEIS,5.0,129.46,647.3,Oeste
417,2023-08-02,Cauã Nascimento,em****e@example.org,Fone de Ouvido,ELETRONICOS,7.0,97.54,682.78,Norte
560,2023-12-17,Anthony Câmara,an****6@example.com,Geladeira,ELETRODOMESTICOS,10.0,2248.99,22489.9,Norte
985,2023-04-28,Dom Rodrigues,lm****o@example.org,Teclado,ACESSORIOS,2.0,2728.63,5457.26,Norte
158,2023-01-06,Ana Julia Pereira,xd****z@example.org,Mouse,ACESSORIOS,10.0,880.24,8802.4,Sul
645,2023-03-07,Alexia Camargo,ma****9@example.net,Teclado,ACESSORIOS,5.0,2655.24,13276.2,Norte
144,2023-09-03,Maria Helena Gomes,ma****e@example.org,Fone de Ouvido,ELETRONICOS,,4582.54,22912.7,Norte
446,2023-03-15,Luiz Miguel da Cunha,fr****s@example.org,Mouse,ACESSORIOS,10.0,2795.88,27958.8,Sul
388,2023-06-25,Davi Lucca Borges,lo****o@example.net,Sofá,MOVEIS,5.0,1605.78,8028.9,Sul
566,2023-02-27,Apollo Rezende,qd****a@example.com,Tablet,ELETRONICOS,3.0,1715.44,5146.32,Norte
1002,2023-05-10,Dra. Maria Luísa Cunha,el****a@example.org,Máquina de Lavar,ELETRODOMESTICOS,3.0,1975.54,5926.62,Leste
462,2023-09-23,Laura Pires,,Teclado,ACESSORIOS,6.0,292.6,1755.6,Centro-Oeste
706,2023-04-15,Srta. Beatriz Cunha,vv****a@example.net,Monitor,ACESSORIOS,1.0,4807.13,4807.13,Norte
52,2023-12-19,Alexia Camargo,sa****e@example.net,Teclado,ACESSORIOS,3.0,3497.97,10493.91,Oeste
931,2023-02-03,José Pedro Araújo,kp****o@example.net,Smartphone,ELETRONICOS,1.0,940.23,940.23,Leste
456,2023-02-19,Josué da Mota,da****e@example.net,Máquina de Lavar,ELETRODOMESTICOS,7.0,941.76,6592.32,Centro-Oeste
1084,2023-07-05,Matheus Machado,fe****7@example.org,Monitor,ACESSORIOS,4.0,2538.49,10153.96,Oeste
1022,2023-02-26,Eloah Pinto,st****z@example.org,Mesa,MOVEIS,4.0,3058.48,12233.92,Centro-Oeste
277,2023-08-06,Enzo Castro,ra****8@example.com,Cadeira,MOVEIS,8.0,1438.31,11506.48,Norte
415,2023-08-31,Maria Laura Alves,ma****r@example.com,Monitor,ACESSORIOS,6.0,3994.71,23968.26,Centro-Oeste
677,2023-07-04,Isabel Azevedo,es****0@example.net,Tablet,ELETRONICOS,,1440.01,14400.1,Leste
51,2023-09-21,Julia Castro,tn****s@example.com,Smartphone,ELETRONICOS,8.0,3467.87,27742.96,Sul
203,2023-07-14,André Costela,ot****4@example.com,Micro-ondas,ELETRODOMESTICOS,1.0,2684.74,2684.74,Norte
292,2023-12-10,Laura Nascimento,,Mouse,ACESSORIOS,1.0,1852.06,1852.06,Oeste
281,2023-03-27,Julia Rezende,la****o@example.net,Cadeira,MOVEIS,9.0,2404.69,21642.21,Sul
1058,2023-12-07,Davi Lucca Barros,ws****s@example.org,Máquina de Lavar,ELETRODOMESTICOS,2.0,1803.26,3606.52,Oeste
988,2023-05-24,Ryan Moraes,ba****y@example.net,Mouse,ACESSORIOS,5.0,141.03,705.15,Oeste
596,2023-12-20,Sabrina Cassiano,va****a@example.org,Tablet,ELETRONICOS,8.0,3642.72,29141.76,Centro-Oeste
1178,2023-08-02,Pedro Henrique Nascimento,ab****a@example.org,Mesa,MOVEIS,3.0,443.12,1329.36,Sul
811,2023-07-10,Dra. Maria Helena Barros,va****a@example.com,Cadeira,MOVEIS,2.0,2037.68,4075.36,Sul
345,2023-05-29,Gustavo Azevedo,pe****o@example.com,Cadeira,MOVEIS,7.0,4324.88,30274.16,Leste
439,2023-05-03,Ayla Guerra,em****7@example.com,Smartphone,ELETRONICOS,3.0,371.22,1113.66,Centro-Oeste
799,2023-09-03,Maria Alice Rocha,qs****o@example.com,Fogão,ELETRODOMESTICOS,2.0,4353.47,8706.94,Norte
343,2023-09-23,Raul Ferreira,yu****a@example.net,Mesa,MOVEIS,6.0,1765.42,10592.52,Oeste
43,2023-06-01,Stephany Dias,ni****3@example.com,Mesa,MOVEIS,3.0,2943.7,8831.1,Norte
847,2023-04-12,Hellena Souza,ni****o@example.org,Micro-ondas,ELETRODOMESTICOS,8.0,2323.09,18584.72,Leste
228,2023-10-10,Breno da Rocha,mo****a@example.net,Notebook,ELETRONICOS,6.0,4525.34,27152.04,Norte
300,2023-05-11,Maitê Montenegro,,Tablet,ELETRONICOS,4.0,4649.89,18599.56,Sul
618,2023-07-02,Alexandre Fernandes,an****8@example.com,Fone de Ouvido,ELETRONICOS,5.0,844.98,4224.9,Centro-Oeste
1001,2023-01-31,Rael Monteiro,en****s@example.org,Micro-ondas,ELETRODOMESTICOS,1.0,2881.84,2881.84,Norte
531,2023-09-20,Enzo Gabriel Porto,en****1@example.com,Cadeira,MOVEIS,6.0,3729.89,22379.34,Sul
499,2023-04-26,Clarice Andrade,an****o@example.com,Teclado,ACESSORIOS,8.0,3140.32,25122.56,Norte
695,2023-06-06,Caleb Mendes,va****u@example.net,Mesa,MOVEIS,1.0,992.0,992.0,Centro-Oeste
1100,2023-01-10,Dr. Bernardo Nunes,nl****a@example.com,Mouse,ACESSORIOS,8.0,1337.93,10703.44,Sul
221,2023-09-10,Maysa Moura,em****s@example.com,Armário,MOVEIS,8.0,1495.58,11964.64,Sul
903,2023-07-23,Dr. Ravi Cavalcante,,Micro-ondas,ELETRODOMESTICOS,,231.38,1156.9,Norte
1064,2023-03-04,Dra. Isabella Montenegro,br****r@example.net,Armário,MOVEIS,8.0,3840.9,30727.2,Centro-Oeste
441,2023-12-28,Maria Alice Azevedo,bc****a@example.org,Tablet,ELETRONICOS,4.0,2575.48,10301.92,Norte
529,2023-11-06,Rebeca Cassiano,fo****e@example.com,Micro-ondas,ELETRODOMESTICOS,7.0,1035.83,7250.81,Norte
85,2023-08-14,Zoe Souza,ma****a@example.com,Micro-ondas,ELETRODOMESTICOS,8.0,918.57,7348.56,Centro-Oeste
911,2023-04-09,Ana Liz Borges,jo****o@example.net,Geladeira,ELETRODOMESTICOS,2.0,84.53,169.06,Oeste
265,2023-02-22,Vinícius Fonseca,pd****s@example.com,Geladeira,ELETRODOMESTICOS,5.0,3647.42,18237.1,Centro-Oeste
941,2023-12-09,Mateus Rodrigues,qm****o@example.org,Armário,MOVEIS,8.0,4806.2,38449.6,Centro-Oeste
110,2023-08-28,Valentina Peixoto,gu****4@example.org,Sofá,MOVEIS,8.0,2833.07,22664.56,Oeste
355,2023-09-13,Sr. Vitor Gabriel Silveira,ca****a@example.com,Teclado,ACESSORIOS,6.0,1657.59,9945.54,Sul
900,2023-04-12,Sra. Aylla Marques,ma****3@example.org,Micro-ondas,ELETRODOMESTICOS,10.0,275.0,2750.0,Norte
619,2023-06-15,Srta. Ana Clara Cavalcante,tc****o@example.net,Armário,MOVEIS,2.0,1972.72,3945.44,Sul
291,2023-07-26,Sr. Benicio da Paz,pp****o@example.net,Máquina de Lavar,ELETRODOMESTICOS,6.0,605.43,3632.58,Sul
793,2023-07-07,Jade Aragão,pe****1@example.org,Fogão,ELETRODOMESTICOS,3.0,960.28,2880.84,Norte
522,2023-07-06,Marcela Nogueira,eb****o@example.net,Micro-ondas,ELETRODOMESTICOS,1.0,3245.17,3245.17,Norte
595,2023-06-06,Sra. Luísa da Costa,al****e@example.org,Micro-ondas,ELETRODOMESTICOS,9.0,3041.0,27369.0,Sul
875,2023-08-04,Oliver Jesus,fa****a@example.net,Mesa,MOVEIS,6.0,2824.71,16948.26,Sul
480,2023-10-22,Fernanda Siqueira,,Tablet,ELETRONICOS,4.0,3042.87,12171.48,Oeste
703,2023-01-30,Miguel Sá,ju****s@example.net,Notebook,ELETRONICOS,6.0,4863.53,29181.18,Leste
1153,2023-06-13,Dra. Raquel Marques,uc****o@example.org,Fone de Ouvido,ELETRONICOS,10.0,1578.66,15786.6,Centro-Oeste
65,2023-05-19,Luísa Pinto,jo****8@example.com,Mesa,MOVEIS,4.0,4054.38,16217.52,Norte
1108,2023-02-17,Isabella Camargo,ma****s@example.org,Cadeira,MOVEIS,10.0,914.17,9141.7,Sul
213,2023-06-05,Eduardo Teixeira,ca****a@example.com,Fone de Ouvido,ELETRONICOS,9.0,3652.88,32875.92,Centro-Oeste
836,2023-03-24,Sra. Stephany Rocha,la****a@example.net,Geladeira,ELETRODOMESTICOS,8.0,1363.49,10907.92,Centro-Oeste
728,2023-05-11,Kamilly Mendonça,ni****a@example.com,Armário,MOVEIS,10.0,4188.42,41884.2,Norte
685,2023-08-17,Srta. Heloísa Leão,ia****7@example.com,Monitor,ACESSORIOS,6.0,53.79,322.74,Centro-Oeste
464,2023-11-11,Thomas Costela,st****e@example.com,Sofá,MOVEIS,10.0,1072.46,10724.6,Oeste
331,2023-03-11,Josué Rodrigues,mo****e@example.net,Mesa,MOVEIS,9.0,4444.82,40003.38,Norte
801,2023-04-22,Sr. Vitor Peixoto,uf****a@example.net,Micro-ondas,ELETRODOMESTICOS,7.0,942.06,6594.42,Sul
1076,2023-10-27,Sr. Nathan Campos,la****a@example.com,Sofá,MOVEIS,3.0,2649.3,7947.9,Centro-Oeste
279,2023-10-25,Theodoro Ramos,le****e@example.net,Webcam,ACESSORIOS,9.0,4227.27,38045.43,Oeste
832,2023-01-09,Srta. Ana Cecília da Cruz,br****6@example.net,Teclado,ACESSORIOS,9.0,3760.88,33847.92,Centro-Oeste
1122,2023-04-08,Alexia Gonçalves,an****3@example.com,Armário,MOVEIS,9.0,2321.32,20891.88,Oeste
19,2023-10-31,Danilo Rodrigues,ca****4@example.com,Webcam,ACESSORIOS,5.0,1925.99,9629.95,Oeste
792,2023-06-06,Maria Julia Ribeiro,nm****a@example.net,Cadeira,MOVEIS,7.0,3842.42,26896.94,Centro-Oeste
132,2023-04-23,Lorenzo Camargo,am****s@example.net,Geladeira,ELETRODOMESTICOS,7.0,2168.81,15181.67,Leste
1131,2023-07-15,Lunna da Paz,en****o@example.com,Notebook,ELETRONICOS,3.0,4843.79,14531.37,Oeste
554,2023-09-22,João Guilherme Freitas,zm****o@example.net,Fone de Ouvido,ELETRONICOS,4.0,3960.4,15841.6,Centro-Oeste
1121,2023-05-11,Maria Isis das Neves,jo****3@example.com,Monitor,ACESSORIOS,4.0,841.89,3367.56,Centro-Oeste
783,2023-09-06,Sra. Laís Nogueira,kc****a@example.org,Mesa,MOVEIS,4.0,1768.55,7074.2,Oeste
1196,2023-08-06,Benicio Almeida,vi****2@example.org,Mouse,ACESSORIOS,7.0,4326.3,30284.1,Sul
77,2023-07-20,Luiza Sá,up****a@example.net,Smartphone,ELETRONICOS,6.0,4917.32,29503.92,Leste
1051,2023-08-10,Dr. Kevin da Mata,ga****9@example.com,Micro-ondas,ELETRODOMESTICOS,10.0,4472.96,44729.6,Oeste
669,2023-10-13,Bianca Cavalcanti,da****s@example.net,Cadeira,MOVEIS,2.0,4012.23,8024.46,Oeste
269,2023-10-09,Sra. Aurora Rodrigues,ce****8@example.net,Mouse,ACESSORIOS,7.0,4346.58,30426.06,Leste
879,2023-02-09,Olívia Andrade,ma****o@example.net,Cadeira,MOVEIS,4.0,2679.54,10718.16,Oeste
1172,2023-04-01,Ana Julia Novaes,ap****a@example.org,Fone de Ouvido,ELETRONICOS,,4307.16,8614.32,Oeste
169,2023-08-13,Bruna Carvalho,an****a@example.com,Mesa,MOVEIS,6.0,3295.97,19775.82,Norte
503,2023-09-18,Dr. João Gabriel Cirino,di****s@example.org,Geladeira,ELETRODOMESTICOS,3.0,1391.15,4173.45,Centro-Oeste
639,2023-07-01,Paulo da Mota,jo****9@example.com,Máquina de Lavar,ELETRODOMESTICOS,8.0,385.79,3086.32,Norte
63,2023-05-18,Esther da Cunha,sa****a@example.org,Teclado,ACESSORIOS,10.0,2911.34,29113.4,Leste
1081,2023-05-10,Lunna Cassiano,ga****8@example.com,Monitor,ACESSORIOS,3.0,2541.31,7623.93,Centro-Oeste
220,2023-03-28,Srta. Sofia Ramos,br****z@example.net,Monitor,ACESSORIOS,6.0,584.31,3505.86,Oeste
648,2023-03-19,Juan Rezende,au****s@example.org,Geladeira,ELETRODOMESTICOS,2.0,4016.11,8032.22,Norte
533,2023-05-31,Dr. Léo Cirino,qa****a@example.com,Geladeira,ELETRODOMESTICOS,8.0,1714.5,13716.0,Sul
1106,2023-06-21,Dra. Letícia Lopes,ed****s@example.net,Smartphone,ELETRONICOS,6.0,4312.73,25876.38,Sul
304,2023-06-19,Maria Helena Casa Grande,be****a@example.net,Smartphone,ELETRONICOS,10.0,1560.94,15609.4,Centro-Oeste
53,2023-07-08,Léo Pacheco,lo****o@example.org,Armário,MOVEIS,3.0,3248.75,9746.25,Norte
989,2023-06-30,Lunna Leão,ay****o@example.org,Fogão,ELETRODOMESTICOS,,4098.54,12295.62,Sul
612,2023-09-26,Isabela Barros,zm****o@example.net,Fogão,ELETRODOMESTICOS,2.0,4116.31,8232.62,Centro-Oeste
1019,2023-06-16,Lívia Jesus,be****9@example.net,Fogão,ELETRODOMESTICOS,3.0,3623.96,10871.88,Oeste
663,2023-10-12,Ana Júlia Sá,jr****s@example.org,Mouse,ACESSORIOS,7.0,4761.67,33331.69,Sul
857,2023-05-16,Srta. Mirella Borges,ay****1@example.org,Notebook,ELETRONICOS,1.0,2916.55,2916.55,Centro-Oeste
961,2023-04-17,Zoe Fogaça,an****0@example.net,Máquina de Lavar,ELETRODOMESTICOS,8.0,2636.75,21094.0,Oeste
842,2023-04-15,Kamilly Cassiano,he****o@example.org,Armário,MOVEIS,,2180.11,15260.77,Oeste
881,2023-10-25,Vicente da Rosa,st****3@example.net,Mesa,MOVEIS,3.0,3081.19,9243.57,Oeste
76,2023-11-17,Rafael Carvalho,hr****s@example.net,Armário,MOVEIS,6.0,2986.93,17921.58,Sul
369,2023-05-06,Maria Sophia Albuquerque,mo****n@example.net,Máquina de Lavar,ELETRODOMESTICOS,1.0,1028.46,1028.46,Norte
232,2023-02-16,Ravy Correia,,Geladeira,ELETRODOMESTICOS,9.0,2601.57,23414.13,Oeste
754,2023-11-25,Yan Macedo,va****i@example.net,Máquina de Lavar,ELETRODOMESTICOS,4.0,817.76,3271.04,Leste
